지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa)
90,속초,1990-07-01,16.5,14.9,19.5,.3,2.2,15.2,92,1012.8
90,속초,1990-07-02,16.2,14.9,17.2,21.3,3.2,15.6,95.5,1008.8
90,속초,1990-07-03,17.4,16.6,19.3,6.1,5.3,16.4,94.3,1003.8
90,속초,1990-07-04,21.3,16.4,28.6,,3.1,17.3,80,1006.6
90,속초,1990-07-05,18.6,17.6,20.7,,2.1,18.1,96.8,1008.3
90,속초,1990-07-06,21.3,19.2,25,,1.7,19.6,90.3,1006
90,속초,1990-07-07,20.1,19.3,21.2,20.8,2.1,19.6,97,1005.3
90,속초,1990-07-08,20.6,19.5,22.3,0,2,19.7,94.8,1002.6
90,속초,1990-07-09,20.7,18.5,24.7,,1.9,19.8,94.5,1007.5
90,속초,1990-07-10,24.5,21.1,28.2,,1.8,21.8,85.5,1007.3
90,속초,1990-07-11,22.7,21.6,24.7,45.3,1.7,22.2,96.8,1004
90,속초,1990-07-12,21.1,20,22.2,43,4.6,20.6,96.8,999
90,속초,1990-07-13,19.5,17.9,21.4,0,1.6,18.8,95.8,1000.5
90,속초,1990-07-14,18.7,17.5,19.9,17.1,1.9,18.2,96.3,1003.3
90,속초,1990-07-15,19.5,18.6,20.8,12.1,1.2,19.2,98,1003.8
90,속초,1990-07-16,19.7,17.9,22,.2,2.9,19,95.5,1000.5
90,속초,1990-07-17,21.5,18.7,27.2,14.5,1.6,20.3,93.3,998.9
90,속초,1990-07-18,21.1,20.4,21.9,55.4,2,20.5,96.5,998.8
90,속초,1990-07-19,20.7,20.1,22.9,.7,1.8,20.3,97.5,1007.6
90,속초,1990-07-20,20.6,19.5,22.3,.7,2.4,20.2,97,1011
90,속초,1990-07-21,23,19.5,27.6,8.3,2.1,20.9,89,1009.3
90,속초,1990-07-22,25.4,22.5,28.5,3,2.4,21.9,81.5,1011
90,속초,1990-07-23,24.5,22.1,28.2,.7,1.7,21.5,83.8,1007.7
90,속초,1990-07-24,26.9,23.6,31.8,5.2,5.5,20.7,69.5,1000.6
90,속초,1990-07-25,25.4,22.1,30.7,.1,2.6,20.1,74,1001.2
90,속초,1990-07-26,21.1,19.3,22.8,7.8,2.2,20.5,96.3,1007.4
90,속초,1990-07-27,20.9,19.1,23,.2,1.8,20.4,96.5,1008.1
90,속초,1990-07-28,25.6,20.5,33.2,,1.7,22.9,87.3,1008.8
90,속초,1990-07-29,22.9,21.1,25.4,,2.5,22.1,95.3,1012.4
90,속초,1990-07-30,22.2,20.8,25.6,0,2.2,21.6,96.3,1012
90,속초,1990-07-31,24,22.2,27.2,0,2.3,23.1,96,1008.1
90,속초,1990-08-01,27.9,23.6,32.8,,2,22.6,73.8,1005
90,속초,1990-08-02,25.9,23.2,29.3,,1.5,24.1,90.3,1004.6
90,속초,1990-08-03,25.6,22.4,29.1,.5,1.5,24,91.5,1005.1
90,속초,1990-08-04,26.7,23.9,30.6,,1.7,25.4,92.8,1004.3
90,속초,1990-08-05,26.6,23.1,30.9,,1.7,22.4,80.8,1002.4
90,속초,1990-08-06,27.1,23.2,31.1,,1.4,23.4,80.3,1000.8
90,속초,1990-08-07,26,24,29.8,,2.4,24.3,90.5,1003
90,속초,1990-08-08,26.5,23.7,30.8,,1.7,24.6,89.3,1005.7
90,속초,1990-08-09,25,22.7,29.3,2.2,2.8,23.4,90.5,1004.1
90,속초,1990-08-10,22.6,21.5,24.4,2.3,3.9,21.6,94.3,1001.7
90,속초,1990-08-11,23.8,20.7,26.8,,2.3,22.3,91.5,1005.8
90,속초,1990-08-12,25.3,20.8,29.3,,1.6,20.9,77.8,1007.9
90,속초,1990-08-13,26.3,20.8,31.2,,1.9,22.3,79.3,1005.8
90,속초,1990-08-14,23.7,22.3,26.3,9.3,2.5,22.5,93.3,1002.5
90,속초,1990-08-15,24.2,21.7,27.9,,1.7,23.1,93.3,1008.4
90,속초,1990-08-16,22.7,18.7,26,6.4,3,21,90.5,1011.8
90,속초,1990-08-17,21.4,18.2,26.2,8.3,1.8,19.3,88,1011.6
90,속초,1990-08-18,22.8,17.8,26.3,,2.6,19.8,83.5,1010.7
90,속초,1990-08-19,22.1,20.7,24.8,.3,1.5,20.8,92.8,1005.3
90,속초,1990-08-20,24,21.8,27.3,10.6,1.7,23.2,95.8,1005.8
90,속초,1990-08-21,23,22.3,24,40.6,1.1,22.4,96.5,1003.3
90,속초,1990-08-22,23.5,21.8,27.4,,1.3,23,96.8,994.8
90,속초,1990-08-23,27.7,24.1,30.7,,5,17.5,54.3,996.1
90,속초,1990-08-24,27,23.2,31.8,,2.6,18.3,59,1006.9
90,속초,1990-08-25,26.4,21.9,30.8,,2.3,21.3,74.5,1010
90,속초,1990-08-26,24,20.6,28.4,,2.2,22,89,1014.6
90,속초,1990-08-27,24,22.5,25.8,.5,3.9,21.8,87.5,1018.5
90,속초,1990-08-28,23.6,21.4,26.2,,2.8,21.1,86,1018.6
90,속초,1990-08-29,22.7,18.8,26.6,,2,20.8,89,1013.5
90,속초,1990-08-30,24.5,19.8,28.8,,2,20.6,80,1009.1
90,속초,1990-08-31,22.6,18.9,25.8,29.5,2.1,21.2,91.8,1010.1
90,속초,1990-09-01,19.7,18.3,20.6,107.5,2.9,19.1,96.3,1011.7
90,속초,1990-09-02,21.9,19.3,26.8,30.6,3,21,94.5,1002.3
90,속초,1990-09-03,19.5,16.8,24.3,46.3,2.8,15.9,81.3,1006.2
90,속초,1990-09-04,20.5,17,23.9,,2.3,15.7,74.8,1014.9
90,속초,1990-09-05,20.6,18.2,24,,2.5,19,90.8,1016.8
90,속초,1990-09-06,20.8,19.1,22.8,,1.8,19.7,93.3,1019.6
90,속초,1990-09-07,21.3,19.8,24.8,.6,1.6,20,92.5,1021.5
90,속초,1990-09-08,22.6,20.1,24.9,,2.2,21,92.3,1015.8
90,속초,1990-09-09,22.3,19.6,28.3,5,2.7,21,92.5,1010.9
90,속초,1990-09-10,18.4,15.5,20.6,116.5,2.1,17.6,95.5,1014.5
90,속초,1990-09-11,18,16.2,19.1,240.8,4.3,17.7,98.5,1009
90,속초,1990-09-12,18.6,15.9,21.9,7.7,2.9,17,91,1009.9
90,속초,1990-09-13,18.5,15,22.8,,3,15.2,80.8,1016.1
90,속초,1990-09-14,19.5,16,23.9,,2.1,17.9,90.3,1014.6
90,속초,1990-09-15,20.5,16,23.8,,2.3,15.7,74.5,1013.8
90,속초,1990-09-16,18.8,14.4,22.7,,2.3,15.9,84.5,1015.2
90,속초,1990-09-17,19.6,16,23.8,,2.7,15.7,79.3,1007
90,속초,1990-09-18,17.3,14.1,22.3,,4.3,5.4,47,1008.3
90,속초,1990-09-19,17,12.8,23.8,,3.8,12.3,74.5,1012
90,속초,1990-09-20,17.9,12.7,22.5,,2.4,12.4,70.8,1014.5
90,속초,1990-09-21,18.9,13.8,24,,1.7,15,80,1017.1
90,속초,1990-09-22,19.7,15.4,24.1,,2.4,16,79.5,1018
90,속초,1990-09-23,18.1,16.3,20.3,21.7,2.8,16.8,92,1017.8
90,속초,1990-09-24,17.5,15.2,19.9,19.7,2.6,15.2,86.5,1018.7
90,속초,1990-09-25,17.8,13.9,21.7,,3,14,79.5,1023.1
90,속초,1990-09-26,18.2,14.6,21.5,,3.3,12.9,72.8,1025.4
90,속초,1990-09-27,17.6,13.7,21.5,,1.9,12.7,73.5,1021.2
90,속초,1990-09-28,19.3,14.7,23.3,,2.4,15.6,79.5,1016
90,속초,1990-09-29,18.9,15.5,23.5,,3,16.2,84.5,1017
90,속초,1990-09-30,19.2,14.4,22.5,,1.9,15.8,81.3,1015.9
90,속초,1990-10-01,18.1,13.5,24.1,,2.1,14.1,78,1014
90,속초,1990-10-02,16.5,11.8,22.5,,2.8,9,63,1019.2
90,속초,1990-10-03,17,11.7,21.4,,2.1,10,63.8,1018.8
90,속초,1990-10-04,17.8,14.8,24.2,,2.5,12,68.8,1016.2
90,속초,1990-10-05,18.5,13.8,23.4,,1.8,13.3,73,1016
90,속초,1990-10-06,18,15.5,20.7,,3.2,13.3,74.8,1016.5
90,속초,1990-10-07,17,13.3,21.8,,2.7,13.3,80.5,1015.9
90,속초,1990-10-08,12.8,10.4,16.1,4.5,4.1,10.6,86.8,1016.3
90,속초,1990-10-09,8.8,6.5,11.8,30.7,3.8,6.7,86.8,1024.9
90,속초,1990-10-10,11.6,5.6,17.2,,2.7,4.9,65.5,1029
90,속초,1990-10-11,13.9,9.6,19.2,,1.7,9.2,73.3,1025.6
90,속초,1990-10-12,15.3,10.8,20,,2.5,11.5,79,1020.3
90,속초,1990-10-13,15.1,13.8,16.2,15.7,2.1,14,92.8,1016.5
90,속초,1990-10-14,16.7,13.5,20.5,,2,14.3,86.5,1015.4
90,속초,1990-10-15,16.7,12.9,21.9,,2.1,13.3,82.3,1016.6
90,속초,1990-10-16,18.9,13.6,23.9,,2.6,8.6,53,1013.4
90,속초,1990-10-17,13,9.5,17.2,,2.9,2.6,49.3,1016.7
90,속초,1990-10-18,13.5,7,18.7,,3.2,1.9,46.5,1017.2
90,속초,1990-10-19,16.4,11.7,21.3,,2.1,6.1,51,1015.6
90,속초,1990-10-20,16.1,11.5,22,,2.4,10.3,69.5,1018.6
90,속초,1990-10-21,15,11.8,19,,3.2,13.3,89.5,1023.4
90,속초,1990-10-22,14.6,11.5,18.8,,3.1,10.7,78.8,1023.7
90,속초,1990-10-23,14,9.7,19.3,,2.6,10.1,79.3,1022.7
90,속초,1990-10-24,14.9,10.3,19.5,,2.6,10.6,76.3,1018.7
90,속초,1990-10-25,14.3,10.7,15.9,22.4,3.3,9.5,72.3,1012.1
90,속초,1990-10-26,11.2,6.9,13.4,17.3,5.9,5.9,71,1016.3
90,속초,1990-10-27,11.7,6.4,17.2,,2.6,5.7,67.8,1022.3
90,속초,1990-10-28,13.7,8.8,19,,2.4,6.9,64.5,1022.5
90,속초,1990-10-29,15,10.8,19.9,,2.4,8.8,66.5,1022.3
90,속초,1990-10-30,15.4,11.8,20.2,,2,12.7,84.8,1021.6
90,속초,1990-10-31,15.5,11.7,21,,2.2,8,62,1019
90,속초,1990-11-01,17,12.6,21.4,,2.5,7,52,1016.6
90,속초,1990-11-02,13.5,11.6,16,73.6,3.4,10.9,85.3,1020
90,속초,1990-11-03,12.8,11.8,13.9,3.6,3.6,11.4,91.3,1016.4
90,속초,1990-11-04,12.8,9.3,14.8,6,4.7,10.4,85.8,1013
90,속초,1990-11-05,12.9,9.2,16.7,,2.6,6.8,67.8,1012.3
90,속초,1990-11-06,12,10,16.7,8.5,2.6,7.7,76.8,1013.1
90,속초,1990-11-07,12.6,8.5,16.3,,2.8,.5,43.5,1017.3
90,속초,1990-11-08,9.9,6,13.9,,2.1,4.5,68.3,1024.8
90,속초,1990-11-09,8.7,3,11.5,2.7,3,4.4,76,1013.9
90,속초,1990-11-10,.6,-2.9,3.4,,6.3,-14.3,29.3,1015.3
90,속초,1990-11-11,7.8,.6,14.3,,6.7,-4.1,44,1016.7
90,속초,1990-11-12,16,12,19.7,,5.1,5.3,50,1019.5
90,속초,1990-11-13,15.7,13,19.5,,3.4,7,56.3,1020.8
90,속초,1990-11-14,15.4,12.6,19.2,,3.8,6.2,54.8,1018.8
90,속초,1990-11-15,11.2,8.7,14.5,20.1,4.3,10.1,92.8,1024
90,속초,1990-11-16,15.2,7.8,21.9,,3.7,5.8,57.5,1021.8
90,속초,1990-11-17,13.4,11,17.3,,1.8,10.8,84.3,1025.4
90,속초,1990-11-18,12.7,11.5,15.1,4.3,2.2,11.8,94.5,1021.5
90,속초,1990-11-19,11.6,10.9,13.2,22.4,2.6,11,96.3,1021.7
90,속초,1990-11-20,10.1,1.6,17,.5,4.3,4.3,71.8,1014.9
90,속초,1990-11-21,2.1,-3.2,6.9,,4.6,-14.1,28.8,1023.2
90,속초,1990-11-22,8.5,4.6,12.1,,4.3,.2,56.3,1021.5
90,속초,1990-11-23,7.7,4,13.1,,2.5,.9,62.5,1028.9
90,속초,1990-11-24,10.6,5.6,15.5,,1.7,-4.2,35,1025.5
90,속초,1990-11-25,11.3,8.6,14.1,.1,2.4,2.6,56.5,1021
90,속초,1990-11-26,9.5,5.5,13.8,,2,4.1,69.8,1024
90,속초,1990-11-27,10.1,7.6,14.9,,2.4,8.1,87.5,1024.7
90,속초,1990-11-28,10.2,7.4,14.3,,2.5,8.4,88.5,1026.1
90,속초,1990-11-29,11.8,10.2,13.1,,8,7.3,74,1028.3
90,속초,1990-11-30,9.7,6.8,11.1,1.8,7.6,7.3,84.5,1018.1
90,속초,1990-12-01,4.1,-.8,9,.9,6.7,.1,73.5,1004.4
90,속초,1990-12-02,-.9,-3.9,1.5,,8.6,-11.6,41.8,1012.6
90,속초,1990-12-03,1.3,-4.2,5.1,,5.5,-14.6,29.8,1026.4
90,속초,1990-12-04,6.1,1.9,9.9,,3.8,-5,44.8,1028.2
90,속초,1990-12-05,9.4,7.1,12.6,,4.2,-.7,50,1025.5
90,속초,1990-12-06,11.3,7.9,14.7,,4.9,.1,45.8,1022.4
90,속초,1990-12-07,13.5,11.1,15.9,,4.5,2.7,48,1020.8
90,속초,1990-12-08,12.7,9.9,16.1,,2.4,3.7,54.3,1018.7
90,속초,1990-12-09,10.1,7.2,14.7,,2.2,7.1,82,1014.8
90,속초,1990-12-10,9.1,5.8,13.3,,2.8,4.4,68,1015.6
90,속초,1990-12-11,1.6,-1.9,9,29,7.4,.1,90,1020.9
90,속초,1990-12-12,.7,-2.3,5.8,,2,-7.6,56.3,1023.4
90,속초,1990-12-13,2,-2.6,6.2,,2.8,-4.6,62.5,1020.8
90,속초,1990-12-14,4.7,-1.4,8,,4.2,-6,51,1019.7
90,속초,1990-12-15,-.5,-5,5.1,,2.5,-13,39.5,1025.4
90,속초,1990-12-16,1.9,-1.3,6.3,,3.5,-10.9,40.5,1024.4
90,속초,1990-12-17,1.5,-3,3.7,,3.3,-10.9,40.8,1018.2
90,속초,1990-12-18,1.4,-1.5,4.8,,2.7,-5.7,58.5,1019.2
90,속초,1990-12-19,1.7,-1.6,8,,2,-5.1,62,1022.1
90,속초,1990-12-20,3,-.7,8.1,,2.2,-8.4,43.8,1016
90,속초,1990-12-21,6.3,1.8,10.8,.5,3.5,1.7,73,1013
90,속초,1990-12-22,3.2,-2.3,6.1,0,6.8,-6.7,48.8,1010.6
90,속초,1990-12-23,-2.1,-4.2,1.1,,5.4,-16.1,33.3,1018.6
90,속초,1990-12-24,-.7,-4.9,3.2,,4.1,-14.9,33.5,1020.8
90,속초,1990-12-25,3,-2.4,8.9,.4,3.2,-2,70.8,1014.1
90,속초,1990-12-26,-7.8,-9.1,-1.7,.9,7.5,-19.4,39.8,1010.4
90,속초,1990-12-27,-3.5,-8.1,3.5,,3.4,-16.5,37.3,1023.9
90,속초,1990-12-28,-1.5,-5.2,3,,2.6,-14.4,38.3,1024.4
90,속초,1990-12-29,-1.6,-5.1,3.4,,3,-9.4,57.3,1028
90,속초,1990-12-30,1.9,-3.3,8.7,,2.1,-11.7,36.8,1025.3
90,속초,1990-12-31,3.8,.3,8.2,,2.3,-.4,72.3,1018
95,철원,1990-07-01,19.4,14.6,24.3,,5.5,13.8,70,1008.5
95,철원,1990-07-02,17.4,16.2,19.2,12.6,6,14.5,83.3,1004.9
95,철원,1990-07-03,18.7,16.8,21.1,5.8,2.9,17.2,90.8,1002.6
95,철원,1990-07-04,19.7,16.9,24.5,1.3,2,17.7,88.3,1008.3
95,철원,1990-07-05,23,19.3,27.4,,1.5,19.8,82.5,1008.4
95,철원,1990-07-06,24.2,20.8,27.8,11.5,1.4,21.8,86.8,1005.7
95,철원,1990-07-07,23.6,22,26.9,51.8,1.6,22.1,91.3,1002
95,철원,1990-07-08,26.4,23,29.4,5.1,3.5,22.6,80.5,1001.5
95,철원,1990-07-09,26.5,22.6,31,,2,21.9,77.5,1006.9
95,철원,1990-07-10,26.4,22.3,30.6,0,1.5,22.3,79.3,1007.4
95,철원,1990-07-11,23.5,20.3,25.4,134.5,1.5,21.8,90.3,1002.6
95,철원,1990-07-12,23.8,21,29.8,93.4,2.3,20.2,81.8,997.2
95,철원,1990-07-13,22.5,19,26.4,,1.8,20,86.3,999.7
95,철원,1990-07-14,22.3,20.6,25.1,5.6,1.5,19.2,83,999.5
95,철원,1990-07-15,21.6,19.6,23.4,8,1.2,20.2,92.3,1001.6
95,철원,1990-07-16,23.3,21.8,26.4,8.1,1.8,22,92,998.7
95,철원,1990-07-17,22.6,19.1,25.8,12.5,1.4,20.2,87.3,998.9
95,철원,1990-07-18,22.9,21.4,25.2,40.6,1.8,21.2,90,997.4
95,철원,1990-07-19,25.2,20.8,30.4,6.3,1.2,21.3,81.5,1004.7
95,철원,1990-07-20,23,21.6,26.5,27.4,1.9,21.6,91.8,1008.8
95,철원,1990-07-21,24.7,22.6,26.4,27.8,3.1,23.1,91.3,1010
95,철원,1990-07-22,24.2,21.2,27,6.8,1.5,22.4,90,1011.7
95,철원,1990-07-23,24,22.4,25,10,2.3,22.2,90.3,1008.6
95,철원,1990-07-24,23.3,20.8,26.3,100.8,3.3,22,92.3,1003.7
95,철원,1990-07-25,23,20.6,25.9,25,1.7,21.6,92,1002.5
95,철원,1990-07-26,23.3,21.6,26.5,6,2,21.8,91.3,1004.6
95,철원,1990-07-27,24.2,20.4,28.2,1,1.3,21.8,87.3,1006.2
95,철원,1990-07-28,26.1,23.6,30,0,1.7,23.6,86.5,1009.4
95,철원,1990-07-29,27.2,22.6,32.4,,1,23.6,82.3,1011
95,철원,1990-07-30,27.3,23,32.6,,1.2,24,84.8,1009.6
95,철원,1990-07-31,27.2,24.2,31.8,,1.4,23.7,82.8,1007.7
95,철원,1990-08-01,26.2,22,31.9,,1.2,23.1,84.8,1005.9
95,철원,1990-08-02,26.7,22.7,33.2,,.8,23.3,83.3,1004.8
95,철원,1990-08-03,27,22.6,32.8,,1.3,23.8,83.5,1004.7
95,철원,1990-08-04,25.9,20.6,31,,1.7,22.3,82,1004.5
95,철원,1990-08-05,26.3,21.5,32.6,,.7,23,83.3,1002.4
95,철원,1990-08-06,26.3,21.6,32.2,,1.1,22.8,82.5,1000.5
95,철원,1990-08-07,28.1,21.8,34.1,,1.3,23.1,75.3,1001.3
95,철원,1990-08-08,26.5,21.6,33.2,22.1,1.4,22.9,81.8,1003.3
95,철원,1990-08-09,25.4,21.4,31.2,3.9,1,21.7,81.8,1002
95,철원,1990-08-10,25.2,22.6,30,12.5,1,22.9,87.3,1000.7
95,철원,1990-08-11,25.5,22.1,30,,1.5,21.4,79.5,1006
95,철원,1990-08-12,25.3,21,31.2,,1.1,20.5,77.5,1008.2
95,철원,1990-08-13,25,19.5,31.6,,1.3,21.2,81.5,1006
95,철원,1990-08-14,24.9,21.9,28.3,73,3.3,22.5,86.5,1002
95,철원,1990-08-15,25.5,21.8,30.5,,1,22.1,82.8,1007.8
95,철원,1990-08-16,22.4,19.4,26.5,4.4,1.3,20.9,91,1011
95,철원,1990-08-17,23.2,18.4,29,5.1,2.1,17.9,74.5,1008.9
95,철원,1990-08-18,22.9,16.8,28,1,1.3,18.3,77.3,1007.9
95,철원,1990-08-19,22.3,21,24.1,46.6,1.5,20.9,92.3,1004.8
95,철원,1990-08-20,24,21.8,26.2,.2,1,21.7,87.5,1005.4
95,철원,1990-08-21,22.8,22.1,23,86.6,1.3,21.1,93,1001.4
95,철원,1990-08-22,25.3,21.5,31.1,5.6,2,22.5,85.8,992.7
95,철원,1990-08-23,23.8,21,27.6,1.3,4,20.2,81,999
95,철원,1990-08-24,23.8,19.8,28.6,,2,20,80.8,1008.4
95,철원,1990-08-25,24,19,29.2,,1.2,20.7,83.5,1010.8
95,철원,1990-08-26,24.6,20.5,30.4,,1.1,20.5,79.8,1012.6
95,철원,1990-08-27,24.1,19.5,29.5,,1.9,19.2,75.5,1016.1
95,철원,1990-08-28,24.3,19.5,30,,.7,20.4,80.8,1016.6
95,철원,1990-08-29,24.3,20.4,30,,1.3,20.8,82.5,1012.8
95,철원,1990-08-30,23.7,18.5,30,,1.2,19.5,80,1009.8
95,철원,1990-08-31,21.3,19.6,23.2,15.8,1.4,20.2,93.3,1010
95,철원,1990-09-01,19.1,17.8,20.3,83,4.2,17.6,90.8,1008.3
95,철원,1990-09-02,22.7,18.9,28.6,19,2.1,21.6,93.5,999.4
95,철원,1990-09-03,21.3,18.2,25.3,13.6,2.9,16.2,74.3,1004.5
95,철원,1990-09-04,20.9,15.4,27.1,,1,15.5,74,1013.1
95,철원,1990-09-05,21.7,18.2,25.5,,1,19,85.3,1015.4
95,철원,1990-09-06,21.7,18.3,26.3,,.5,19.4,87.5,1017.5
95,철원,1990-09-07,23.1,17.4,29.9,,.9,19.3,79.8,1018.8
95,철원,1990-09-08,23.1,18.9,27.4,.1,1.4,20.6,86.5,1015
95,철원,1990-09-09,23.4,21.3,25.8,37.3,2.1,21.6,89.8,1010.1
95,철원,1990-09-10,18.7,15.6,21.3,149.7,3.5,17.2,90.8,1011
95,철원,1990-09-11,17.3,15.8,18.3,133.2,4.6,15.9,91.8,1006.5
95,철원,1990-09-12,20.2,15.8,24.9,,3.9,14.4,69.3,1007.5
95,철원,1990-09-13,19.2,13.2,27.2,,2.4,10.8,63.8,1013.6
95,철원,1990-09-14,17.5,12.4,22.4,,1,13.9,80.8,1013.5
95,철원,1990-09-15,19,13.2,24.8,,1.3,15.1,79.3,1013.6
95,철원,1990-09-16,17.3,9.6,25.8,,1.1,12.7,78.3,1013.9
95,철원,1990-09-17,16.5,12.6,23.4,1.8,1.9,13.8,84.5,1007.6
95,철원,1990-09-18,13.8,6.7,19.8,,1.9,5,59.3,1010.1
95,철원,1990-09-19,14.8,6,23.6,,3.3,8,68.8,1010.5
95,철원,1990-09-20,15.5,8.2,24.2,,1.2,10.1,76,1014.1
95,철원,1990-09-21,16.8,9.6,26,,1.2,12.2,80,1017.8
95,철원,1990-09-22,16.5,10.2,24.4,,1,12.9,82.3,1017.4
95,철원,1990-09-23,17.1,13.5,22.2,4,1.9,14.8,87,1016
95,철원,1990-09-24,18,14.1,22.7,,4.1,12.2,70,1016.3
95,철원,1990-09-25,17.5,12.5,22.7,,3.6,9.1,59.8,1020.6
95,철원,1990-09-26,17.2,12.6,24,,2.4,9.8,62,1022.8
95,철원,1990-09-27,15.7,10,21.7,,1.1,11.1,81,1019.7
95,철원,1990-09-28,17.5,13.2,24.2,,1.2,12.6,77.3,1016.1
95,철원,1990-09-29,17.3,9.4,25.2,,1.8,11.7,74.8,1015.5
95,철원,1990-09-30,16.9,11.8,23.8,,1.2,11.8,76.8,1014.4
95,철원,1990-10-01,14.7,9,22,,1.6,8.4,72.5,1015.5
95,철원,1990-10-02,12.3,4.8,21.4,,.9,6,72.5,1019.7
95,철원,1990-10-03,12.7,4.4,21,,.9,7,76.3,1019.6
95,철원,1990-10-04,15.3,9,23,,1.3,8.9,72.5,1017.1
95,철원,1990-10-05,14.3,6.8,24.3,,.9,9.2,77.3,1016.9
95,철원,1990-10-06,15.7,7.4,26.1,,2.1,9.7,74.8,1015.9
95,철원,1990-10-07,15.1,7.2,24.3,,1.3,8,69.3,1014.1
95,철원,1990-10-08,13.2,8.6,18.6,,4.3,7.8,71,1014
95,철원,1990-10-09,9.9,4,15.7,0,3.3,1.9,60.3,1023.1
95,철원,1990-10-10,8.6,.2,18.6,,1,1.1,71,1028.8
95,철원,1990-10-11,10.1,5,16.8,,.7,5.1,75.8,1025.8
95,철원,1990-10-12,10.5,2.4,20.4,,.8,5.1,75,1020.6
95,철원,1990-10-13,13.7,7.8,20.4,,1.2,9.1,75.8,1015.1
95,철원,1990-10-14,15.3,10.7,22,.8,1.4,10.9,79.8,1015.5
95,철원,1990-10-15,13.8,8.9,20.5,,.8,10.8,84.5,1017.3
95,철원,1990-10-16,14.2,8.2,20.6,4,2.2,9.1,76,1015
95,철원,1990-10-17,8.7,2.9,14.2,,2.1,.3,61,1018.8
95,철원,1990-10-18,7.6,.2,17,,1.7,1.7,72.5,1020
95,철원,1990-10-19,9.3,1,20,,.9,2.9,72.8,1018.5
95,철원,1990-10-20,9.8,2.1,20.7,,.5,4.3,75.8,1019.5
95,철원,1990-10-21,12.3,3.5,22.3,,1.6,4.9,69,1021.9
95,철원,1990-10-22,12,5.2,21.3,,1,3.9,67.5,1022.2
95,철원,1990-10-23,11.1,4.2,21.3,,.9,3.4,68.5,1021.5
95,철원,1990-10-24,11.1,3.4,20,,1.1,5.5,73.3,1018.7
95,철원,1990-10-25,10.6,6.4,15.2,.5,.7,8,85.5,1012.6
95,철원,1990-10-26,10.3,3.6,15.7,.5,2,4.3,71.5,1015.7
95,철원,1990-10-27,7.8,.1,17.3,,1.1,2.7,76.5,1022.6
95,철원,1990-10-28,8,.8,17.2,,1.1,4,80.5,1023.6
95,철원,1990-10-29,9.5,3,18.8,,.8,5.6,81.3,1022.9
95,철원,1990-10-30,10.1,2.4,20,,.9,5.6,79.3,1022
95,철원,1990-10-31,8.8,1.4,19.2,,1.2,2.7,74.5,1020.9
95,철원,1990-11-01,8.6,2,17.8,,1.1,3.1,75,1019.6
95,철원,1990-11-02,12.4,6.5,19.8,,1.4,6.6,72.3,1018.8
95,철원,1990-11-03,12.3,7.2,18.2,,2.1,7.4,75,1015.2
95,철원,1990-11-04,13.3,6.8,19,,3.3,6.4,66,1011.3
95,철원,1990-11-05,10,4.2,16.3,0,2.1,5.6,76.8,1013
95,철원,1990-11-06,8.2,3.2,11.8,15.2,1.5,7.4,94.5,1013.8
95,철원,1990-11-07,8.5,3,13.4,,2.7,2.9,70.8,1019.7
95,철원,1990-11-08,5.3,-.2,11.3,,1.1,.8,77.3,1024.5
95,철원,1990-11-09,5,-1.8,7.2,5.2,2.5,1.4,78,1016.5
95,철원,1990-11-10,-3.1,-6,.3,,4.5,-17.7,31.8,1020.8
95,철원,1990-11-11,-1.3,-7.1,4.3,,1.5,-4.3,80.5,1022
95,철원,1990-11-12,9.3,-.3,16.4,,2.3,5.8,80.8,1022.6
95,철원,1990-11-13,11.3,7.9,15.3,,2.2,7.6,80,1023
95,철원,1990-11-14,11.3,8.4,16.4,,1.7,8.7,85.3,1020.3
95,철원,1990-11-15,10.6,5.3,16.3,,1.8,6.4,78.3,1022.2
95,철원,1990-11-16,8.6,2.9,15,,1.4,6,85.8,1024.6
95,철원,1990-11-17,9.8,2.9,17.8,,.7,4.6,75.3,1024.4
95,철원,1990-11-18,12.4,10.5,15.2,6.4,.6,11.4,93.3,1020
95,철원,1990-11-19,11.8,10.7,15.6,16.7,2.5,10.4,91,1019
95,철원,1990-11-20,6.8,-3.4,11.5,2.4,3.8,-1.8,61.8,1018.2
95,철원,1990-11-21,-2.3,-6.7,2,,2.6,-16.6,32.8,1028.4
95,철원,1990-11-22,4,-.3,9,,2.3,-.2,74.8,1024.6
95,철원,1990-11-23,3.5,-1.4,10.6,,1.2,-.8,77.8,1030.3
95,철원,1990-11-24,2.5,-4.8,10.7,,.7,-2.3,78.5,1027.8
95,철원,1990-11-25,6.1,.8,11.6,2.6,1.2,3,82.3,1022.2
95,철원,1990-11-26,1.7,-2.2,7.7,,.6,1.1,95.5,1025.4
95,철원,1990-11-27,4.6,-1.3,14.2,,.8,.1,78.3,1024.4
95,철원,1990-11-28,5.2,-1.8,16.4,,1.2,-1,72.8,1025.1
95,철원,1990-11-29,10.4,5.3,14.5,,5.2,1.8,55.5,1025.3
95,철원,1990-11-30,8.8,6.7,11.2,,4.7,3,67.3,1016.8
95,철원,1990-12-01,1.2,-3.8,6.7,8.4,4.7,-2,79.5,1008
