지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa)
129,서산,1990-08-16,23.3,20.3,28.8,.8,2.3,21,87.3,1008.9
129,서산,1990-08-17,23.3,18.9,29.1,11.2,1.6,20.8,86.3,1006.9
129,서산,1990-08-18,25.2,22.5,30.1,0,1.4,21.9,82.5,1005.4
129,서산,1990-08-19,25.9,23.1,30,,1.5,22.4,81.5,1003.3
129,서산,1990-08-20,26.4,24.2,29.4,3.5,2.4,23.7,85.8,1003.4
129,서산,1990-08-21,24.6,23.8,25.5,79.6,1.3,23.2,91.8,998.5
129,서산,1990-08-22,25.3,21.9,31.1,4.3,2.6,22.7,85.5,991.3
129,서산,1990-08-23,24.9,20.2,29.6,,2.6,21.1,80,1000.4
129,서산,1990-08-24,24.8,21.1,29.9,,1.1,21.6,83.3,1007.8
129,서산,1990-08-25,24.7,19.2,31.2,,1,20.3,78,1010
129,서산,1990-08-26,24.6,20.3,30.5,,1.2,21.5,83.3,1011.4
129,서산,1990-08-27,25.3,21.5,30.8,,1.5,21.9,82.8,1014.1
129,서산,1990-08-28,25,21.5,31.3,,1.2,21.3,80.5,1014.8
129,서산,1990-08-29,24.6,20.6,29.9,,1.1,20.8,80.3,1011.7
129,서산,1990-08-30,25.3,20.6,32,,1.2,20.2,75.5,1008.3
129,서산,1990-08-31,22.2,20,24.3,59,2.7,19.8,87,1007.7
129,서산,1990-09-01,22.3,19.6,26.3,40.7,3.1,20.5,90,1004.3
129,서산,1990-09-02,25.3,19.6,29.7,4.1,5.9,20.3,75.3,996.7
129,서산,1990-09-03,21.5,18.7,25.2,2.2,2.1,18.9,85.5,1003
129,서산,1990-09-04,22.1,19.6,26.6,,1,19,83.3,1011.5
129,서산,1990-09-05,23.1,18.6,28.1,,.7,19.7,82.5,1014
129,서산,1990-09-06,22.7,21.2,24.7,6.9,1,20.9,89.8,1015.9
129,서산,1990-09-07,24.4,19.6,31.2,,1.5,20.3,79.3,1017.1
129,서산,1990-09-08,25.2,21.8,30.2,,1.2,20.8,78,1014.1
129,서산,1990-09-09,24.5,23,27.5,15.9,2.6,22.7,90,1010
129,서산,1990-09-10,24,22.1,25.9,129.7,3.1,22.3,90.8,1007.6
129,서산,1990-09-11,23.8,19,25.9,114.9,6.6,21.5,87.3,1002.1
129,서산,1990-09-12,21.4,18.6,27.1,,1.4,17.8,80.5,1005
129,서산,1990-09-13,22,18.8,27.3,,1.4,17.9,78.8,1010.3
129,서산,1990-09-14,20.2,18.7,21.8,4.6,.6,18.3,89,1011.5
129,서산,1990-09-15,19.2,13.8,24.9,,.7,15.2,79,1012.8
129,서산,1990-09-16,18.7,12,26.9,,.6,14.3,77.8,1011.7
129,서산,1990-09-17,19,15.2,23.8,.4,1.6,14.4,75.8,1007.2
129,서산,1990-09-18,15.8,11.1,21.7,,1.1,10.5,72.8,1009
129,서산,1990-09-19,17,11.6,25.1,,2.6,10.9,69.3,1007.8
129,서산,1990-09-20,18.1,12.1,26.4,,.8,13.7,76.5,1012.7
129,서산,1990-09-21,17.3,12,26.1,,1.4,13.6,81,1016.3
129,서산,1990-09-22,19.8,15.2,27.3,,1.1,16.2,81.8,1015.4
129,서산,1990-09-23,20.4,17.9,25.1,1,1.7,17.7,85,1013.1
129,서산,1990-09-24,19.3,16.6,22.9,.2,2.6,15.4,78.8,1013.2
129,서산,1990-09-25,19.5,15.3,25.9,,2.9,13.2,68.8,1017.7
129,서산,1990-09-26,19.1,14.2,26.3,,2.4,13.1,70,1020
129,서산,1990-09-27,18.9,14.4,24.7,,1.2,14.5,76.5,1017.5
129,서산,1990-09-28,19,14,26.3,,.9,15.5,82.3,1014.5
129,서산,1990-09-29,19.2,14,26.9,,1.8,15.4,80.8,1012.4
129,서산,1990-09-30,19,15.1,25,,1.9,13.8,73,1012.3
129,서산,1990-10-01,17,12.2,22.9,,1.7,10.1,69,1014.9
129,서산,1990-10-02,15,8.1,23.4,,1.1,8.7,70,1018.8
129,서산,1990-10-03,16,9.1,24,0,1.3,9.6,69,1017.5
129,서산,1990-10-04,17.1,11.6,24.5,,1.1,12.3,75.8,1015.9
129,서산,1990-10-05,16.4,10.5,25.1,,1.2,12,79.3,1015.8
129,서산,1990-10-06,17.3,12.1,25.2,,1.9,13.5,80.3,1013.9
129,서산,1990-10-07,18.6,13,26.2,,2.4,12.1,70,1012
129,서산,1990-10-08,17,12.4,23,,2.3,10.6,68,1012
129,서산,1990-10-09,12.2,6.5,16.6,,3,3.5,56.8,1021.7
129,서산,1990-10-10,11.5,3.4,20.5,,1,5.6,71.8,1026.4
129,서산,1990-10-11,12.5,7.3,20.1,,.6,7.9,75.3,1023.3
129,서산,1990-10-12,13.7,7,21.9,,1.4,8.8,75,1018.4
129,서산,1990-10-13,16.9,11.4,23.3,,1.3,10.7,68.5,1013.1
129,서산,1990-10-14,15.2,9.5,22.6,,1.2,11.4,80.8,1015.1
129,서산,1990-10-15,16,10.8,23.4,,1.2,12.7,83.3,1016.1
129,서산,1990-10-16,14.7,6.6,22.1,,1.9,11.1,81.5,1014.8
129,서산,1990-10-17,13.5,8.9,17,,2.6,3.5,51.3,1018.4
129,서산,1990-10-18,10.8,4,18.2,,1.8,5.9,74.3,1019.5
129,서산,1990-10-19,12.3,5,21.4,,1.1,8,79.5,1017.7
129,서산,1990-10-20,12.7,6.6,21.5,,1.1,8,77.5,1017.7
129,서산,1990-10-21,14.8,7.3,24.1,,1,9.5,76.3,1019.2
129,서산,1990-10-22,15.7,9.7,23.3,,1.4,7.8,62.8,1019.9
129,서산,1990-10-23,14.7,8,23.6,,1.5,7.7,68.8,1019.3
129,서산,1990-10-24,12.9,6.8,19.8,,.7,10.1,84.5,1017.4
129,서산,1990-10-25,13.6,11.3,17.6,0,1.7,8.7,73.3,1011.5
129,서산,1990-10-26,12.1,5.5,17.2,,1.9,5.2,64.5,1014.4
129,서산,1990-10-27,10,3.2,18.7,,1,5.8,79,1020.7
129,서산,1990-10-28,10.9,3.8,19.1,,.7,6.9,80.3,1021.7
129,서산,1990-10-29,13.4,9.3,21.1,,.7,9,77.3,1020.7
129,서산,1990-10-30,12.5,6.3,21.9,,.8,8.7,82,1020.1
129,서산,1990-10-31,11.5,5.1,20.6,,1.1,6.4,75.5,1019.3
129,서산,1990-11-01,13.4,7.8,20.9,,.9,8.3,74,1017.8
129,서산,1990-11-02,11.9,7,19.2,.1,.7,9.7,87,1017.2
129,서산,1990-11-03,11.8,7,18.6,,.8,8,80,1013.8
129,서산,1990-11-04,11.9,6.3,21,,1,8.4,82,1009.5
129,서산,1990-11-05,11.6,5.5,19.1,0,1.7,8.1,81,1011.8
129,서산,1990-11-06,11.5,6.3,16,68.2,2.9,9.1,86,1012.9
129,서산,1990-11-07,9.8,5.2,15.3,,1.6,4.8,73,1019.5
129,서산,1990-11-08,8.9,4.2,11.7,,2.3,4.3,74,1021.8
129,서산,1990-11-09,8,3.2,10.5,2.3,3.5,2.2,67.5,1015.7
129,서산,1990-11-10,2.3,-.4,4.8,.7,3.7,-5.1,58.3,1020.3
129,서산,1990-11-11,6.3,.1,14,,1.5,2.1,76.3,1020.6
129,서산,1990-11-12,10.8,5.6,17.4,,2.1,8.3,86,1022
129,서산,1990-11-13,10.3,6.1,16.9,,1.5,7.7,84.8,1022.1
129,서산,1990-11-14,12,7.8,18,,1.9,9.9,87,1019.2
129,서산,1990-11-15,13.5,9.5,19,,1,10.5,83.8,1020.3
129,서산,1990-11-16,12.1,7.4,16,,1.5,9.8,86.5,1023.6
129,서산,1990-11-17,11.8,6.9,17.5,,.6,9.3,85.8,1022.4
129,서산,1990-11-18,15.4,13.3,17,4,2.1,13.5,89,1018.8
129,서산,1990-11-19,14.9,13.5,18.2,29,1.7,13.4,91.3,1015.7
129,서산,1990-11-20,8.9,1.1,14.5,0,4,2.3,65.3,1018.3
129,서산,1990-11-21,2.4,-.8,5.4,,2.5,-6.2,55.3,1027.5
129,서산,1990-11-22,6,2.7,12.6,,2.1,.9,73.5,1023.6
129,서산,1990-11-23,6.3,1.1,15,,.8,1,73.5,1028.2
129,서산,1990-11-24,5.7,-.7,13.4,,.8,2.6,82.5,1025.6
129,서산,1990-11-25,9.5,4.3,14.6,1.4,1.2,5.9,80.5,1020.5
129,서산,1990-11-26,5.9,.8,13.8,,1.3,2.2,80.8,1023.1
129,서산,1990-11-27,7.5,3.1,16.4,,1.5,3.8,80.5,1021.9
129,서산,1990-11-28,9.1,4.4,18.4,,1.9,4.7,78,1022.3
129,서산,1990-11-29,10.1,5.3,17.1,,3.7,3.6,66,1021.6
129,서산,1990-11-30,9.9,5.9,14.2,,3.3,4.1,67.5,1014.7
129,서산,1990-12-01,3.2,-.4,7.3,12.1,7.1,-.4,77.5,1008.9
129,서산,1990-12-02,.1,-2.2,1.3,9,4.5,-4.1,74,1021
129,서산,1990-12-03,-.5,-2.5,1.9,.2,1.1,-4.1,77.8,1029.5
129,서산,1990-12-04,3.5,-.6,10.6,.2,1.1,0,81,1029.4
129,서산,1990-12-05,7.5,3.3,11.9,,2.2,2.3,71,1025.5
129,서산,1990-12-06,6.7,2.5,12.7,,2.6,3.9,83.3,1023.8
129,서산,1990-12-07,9.9,6.6,14.1,,3,7.8,87.3,1021.8
129,서산,1990-12-08,10,7.2,14.4,,2.2,7.6,85.5,1018.7
129,서산,1990-12-09,9.7,6.5,15.3,,1.1,7.1,84.3,1013.2
129,서산,1990-12-10,8.9,5.8,12,,1.6,5.6,81,1015.2
129,서산,1990-12-11,1.9,-1.2,5.8,.3,3.9,-3,70,1021.9
129,서산,1990-12-12,2,-1.3,4.7,0,1.2,-2,74.8,1025
129,서산,1990-12-13,2.7,-1.4,5.9,.5,.9,.1,83.8,1021.2
129,서산,1990-12-14,4.3,-1.6,6.6,1.8,3,-2.4,62.8,1022.8
129,서산,1990-12-15,-2,-4.8,2.7,,1.4,-8.9,61.8,1027.3
129,서산,1990-12-16,-.9,-3.8,4.5,3,1.3,-5.4,74.5,1025.9
129,서산,1990-12-17,-.5,-3.7,2.8,.7,.7,-3.3,82.8,1019.9
129,서산,1990-12-18,1.1,-3.5,4.4,2,1.8,-4,71.5,1019.8
129,서산,1990-12-19,-1.3,-6.2,6.1,,.8,-5.3,77.8,1021.5
129,서산,1990-12-20,1.1,-3.3,8,,.8,-1.9,82,1016
129,서산,1990-12-21,4.4,0,9.6,1,3.2,1.4,81.3,1013.4
129,서산,1990-12-22,3.5,-.1,5.6,2.8,5.7,-4.6,57,1015.2
129,서산,1990-12-23,-.3,-2,2.1,.5,3.5,-6.7,63,1022.9
129,서산,1990-12-24,-2,-7.2,4.8,,.8,-6.9,72,1023.1
129,서산,1990-12-25,-1,-5.6,5.9,6.3,3.8,-4.3,80.5,1014.9
129,서산,1990-12-26,-5.3,-7,-2.9,7.1,5.8,-9.4,73.8,1020
129,서산,1990-12-27,-6.6,-11.6,-3,.4,1.1,-11.7,68.5,1026.8
129,서산,1990-12-28,-3.2,-7.2,1.2,,1.2,-7.7,72.8,1024.7
129,서산,1990-12-29,-2.2,-5.5,2.6,,1.1,-6.7,72.8,1027.9
129,서산,1990-12-30,-1.7,-7.3,4.8,,.9,-5.4,77.8,1025.6
129,서산,1990-12-31,2.9,-.8,8.7,,.8,-3.1,66.5,1016
130,울진,1990-07-01,17,15.3,20.4,.7,6.4,15.3,89.8,1006.2
130,울진,1990-07-02,17.2,15.5,18.2,18.3,5.8,16.5,95.3,1000.8
130,울진,1990-07-03,18.9,17.4,22.1,.2,1.8,17.9,93.5,997.6
130,울진,1990-07-04,19.9,16.7,23.2,,2.7,18,89.3,1002
130,울진,1990-07-05,21.9,18.3,24.6,,2.5,19.5,86,1003.1
130,울진,1990-07-06,23.7,19.6,28.6,,1.8,21.1,85.5,1000.6
130,울진,1990-07-07,22.7,20.7,24.9,0,2.3,21.5,93,999.9
130,울진,1990-07-08,24.7,20.8,29.1,,4.6,22.7,88.8,998.2
130,울진,1990-07-09,25.5,23.2,29.4,,3.3,23.2,87.5,1002.2
130,울진,1990-07-10,26.9,24.4,29.3,,3,23.2,83.8,1002.4
130,울진,1990-07-11,24.7,22.1,27.9,25.7,2.6,22.9,90.5,998.4
130,울진,1990-07-12,23.5,20.2,27.7,10.7,6.3,21.9,91.5,991.3
130,울진,1990-07-13,21,18.6,25.5,0,3,19.9,93.5,994.8
130,울진,1990-07-14,19.6,18.6,21.2,36,2,18.7,94.3,997.3
130,울진,1990-07-15,21.2,19.7,23.3,.8,2.7,20,93,998.3
130,울진,1990-07-16,21.8,20.2,23.6,11.2,2.7,20.7,93,994.7
130,울진,1990-07-17,25.8,20,29.7,2.4,4,22.2,81,993.9
130,울진,1990-07-18,23.8,20.8,28.1,.3,4.5,21.6,88,993.1
130,울진,1990-07-19,21.6,20.4,23.9,4.4,1.3,20.9,95.5,1001.9
130,울진,1990-07-20,22.7,20.6,26.2,.7,3.4,21.7,94.3,1005.5
130,울진,1990-07-21,27,20.6,33.1,,3.6,22.6,78.3,1005
130,울진,1990-07-22,29,24.3,34.5,,3.3,23.2,72,1006.4
130,울진,1990-07-23,27,23.2,30.6,0,2.9,23.3,80.3,1003.8
130,울진,1990-07-24,27.4,25,29.6,0,3.5,23.1,77.5,997.8
130,울진,1990-07-25,27.6,24.8,30.9,.4,3.9,23.3,77.5,996.9
130,울진,1990-07-26,23.5,21.4,26.2,.1,3.5,22.7,95.3,1001.1
130,울진,1990-07-27,22.7,20.9,25.4,.6,2.6,21.7,94.3,1002.8
130,울진,1990-07-28,25.7,21.5,29.6,,3.3,23.8,90,1004.1
130,울진,1990-07-29,26.4,22.5,29.8,,2.8,23.8,86.3,1006.5
130,울진,1990-07-30,23.3,21.2,27.2,,2.2,22.4,94.8,1006.5
130,울진,1990-07-31,25.3,23,28.7,,2.5,23.8,91.8,1002.8
130,울진,1990-08-01,27.1,22.2,31.2,,2.9,23.9,83,999.9
130,울진,1990-08-02,27.9,23.1,31.9,,2.3,25.1,85.5,999.5
130,울진,1990-08-03,27,23.5,31.3,,2.8,24.8,88,999.9
130,울진,1990-08-04,27.6,22.8,32,,1.9,25.4,87.5,999
130,울진,1990-08-05,27.6,22,32.8,,2.1,23.6,80,997.3
130,울진,1990-08-06,27.6,22.3,31.5,,2.7,24.8,85.3,995.6
130,울진,1990-08-07,27.5,22.6,32.1,,2.6,24.6,85.3,997.9
130,울진,1990-08-08,26.2,22.7,30.1,,2.8,23.8,86.8,1000.2
130,울진,1990-08-09,25.9,23,29.6,.6,2.7,24,89.3,998.7
130,울진,1990-08-10,25.6,22.8,31.6,2.9,3.7,24.1,91.8,996.4
130,울진,1990-08-11,25.5,22.4,28.9,,2.4,23.8,90.3,1000.6
130,울진,1990-08-12,26.3,20.8,31.7,,3.5,23.4,84.8,1003.2
130,울진,1990-08-13,26,21,29,,3.8,23.8,88.3,1000.8
130,울진,1990-08-14,28.5,24.1,33.3,,4.1,22.8,71.3,998
130,울진,1990-08-15,25.7,23.6,29.5,.2,2,24.2,91.5,1002.9
130,울진,1990-08-16,25.5,21.8,28.2,2,3.9,23.5,88.8,1005.7
130,울진,1990-08-17,21.5,19.7,24.6,21.5,4.6,20.6,94.3,1005.7
130,울진,1990-08-18,23,19.2,27.5,2.1,3.5,20.9,89,1005.3
130,울진,1990-08-19,24.7,20.1,27.6,,3.5,22.9,90,1000.9
130,울진,1990-08-20,26.2,23.2,29.4,5.5,2.6,24.7,91.5,1001.1
130,울진,1990-08-21,25.5,23.6,27.4,51,3.7,24.3,93.3,997.7
130,울진,1990-08-22,26.4,23.6,29.2,,3.3,24.6,89.8,989.3
130,울진,1990-08-23,28,24.4,32.6,,7.3,19.9,62.8,992.2
130,울진,1990-08-24,25.9,22,30.1,,2.6,20.9,74.3,1002.3
130,울진,1990-08-25,25.2,21.5,31.2,,2.8,19.9,73,1005.1
130,울진,1990-08-26,24.1,19.2,28.8,,2.8,21.2,84.8,1008.5
130,울진,1990-08-27,23.7,21.9,27.4,0,2.5,21.6,88.5,1012.6
130,울진,1990-08-28,24,20.4,28.8,,2.5,20.6,82.5,1013.3
130,울진,1990-08-29,23.4,17.9,26.1,,4.9,20.3,85.5,1008.3
130,울진,1990-08-30,25.9,21.7,28.8,,5,21.9,79,1003.8
130,울진,1990-08-31,23.6,20,28.5,42,4.7,22.2,92,1004.6
130,울진,1990-09-01,21.1,20,22.4,1,3.8,19.7,91.8,1004.6
130,울진,1990-09-02,24.5,20.5,27.2,,5,22.5,88.5,997.4
130,울진,1990-09-03,21.3,19.1,24.8,3.1,5.4,18.1,82.5,999.2
130,울진,1990-09-04,20.6,17.7,23.9,,3.3,16.9,79.8,1009.2
130,울진,1990-09-05,22.1,17.9,25.2,,4.7,19.1,83.3,1010.6
130,울진,1990-09-06,21,19.6,22.7,12.6,2,20.1,94.5,1013.8
130,울진,1990-09-07,21.4,19.6,24.4,2.2,2.6,20.1,92.5,1015.6
130,울진,1990-09-08,22.9,18.5,25.6,,4.5,21,89,1009.8
130,울진,1990-09-09,24.4,21.8,28.5,2,5.1,21.8,85.3,1005
130,울진,1990-09-10,21.2,17.8,23.3,43.3,2.8,19.7,93.3,1006.6
130,울진,1990-09-11,18.9,17.3,20.5,96,3,18.6,97.5,1001.8
130,울진,1990-09-12,19.7,17.4,22.2,55.3,5.3,18.4,92.5,1003
130,울진,1990-09-13,19.5,15.8,24.2,,6,17,86,1009.1
130,울진,1990-09-14,19.3,16.2,22,8.5,3,18,92.3,1008.6
130,울진,1990-09-15,20.2,16.6,25.8,,3.9,16.8,82.3,1007.8
130,울진,1990-09-16,19.7,16.2,25.8,,3.4,16.1,80.8,1009.5
130,울진,1990-09-17,19.6,16.2,21.4,6,3.8,17.5,88,1002.2
130,울진,1990-09-18,18.2,13.2,21.8,,4.4,10.7,62,1002.5
130,울진,1990-09-19,16.8,11.6,20.4,.1,7.7,13.2,79.3,1004.4
130,울진,1990-09-20,17.5,10.8,23.6,,3.9,12.4,73.3,1008.5
130,울진,1990-09-21,18.7,11.5,23.4,,3,16,84,1011.9
130,울진,1990-09-22,19.4,12.4,25.6,,3,16.1,82.3,1011.5
130,울진,1990-09-23,19.2,15,22.6,16.6,4,17,88,1011
130,울진,1990-09-24,17.3,15.6,19.4,26.7,5.3,16,91.8,1011
130,울진,1990-09-25,19.2,16.5,22,.6,5.6,14.8,75.3,1015.6
130,울진,1990-09-26,20.1,15.1,22.2,,4.2,14.5,70.3,1018.8
130,울진,1990-09-27,17.5,13.2,22.4,,2.5,14.9,85.3,1014.7
130,울진,1990-09-28,19.1,13.8,24.6,,2.5,16.2,83.8,1010.1
130,울진,1990-09-29,19.2,14.8,23.6,,2.5,17.1,87.8,1010.7
130,울진,1990-09-30,18.6,13.2,22.8,,3.9,14.9,79.5,1009.1
130,울진,1990-10-01,18.1,11.2,25.7,,3.3,14.1,78.8,1008.5
130,울진,1990-10-02,15.3,10.2,21.7,,3.4,11.2,73.3,1013.1
130,울진,1990-10-03,17.7,12.4,23.1,,3.8,13.2,75.5,1013.3
130,울진,1990-10-04,17.6,13.4,23.6,1.7,2.5,14.8,85.3,1010.7
130,울진,1990-10-05,17.5,11,24,,2.9,13.9,79.8,1010.4
130,울진,1990-10-06,18.5,14.7,23.4,,4.6,14.7,78.3,1009.4
130,울진,1990-10-07,19.7,14.9,22.3,,3.9,13.8,70.3,1009.4
130,울진,1990-10-08,14.6,11.2,20.2,12.4,6.3,11.8,84.3,1008.4
130,울진,1990-10-09,9.9,6.3,12.8,9.7,5.3,8.4,90,1017
130,울진,1990-10-10,10.6,4.8,17.9,,3.5,6.5,78.5,1022.9
130,울진,1990-10-11,14.3,9.5,19.8,,3.9,9.7,75,1019.5
130,울진,1990-10-12,16.3,11.4,23.2,,3.6,12.6,79.8,1013.6
130,울진,1990-10-13,15.8,14.4,17.3,19.4,3.8,15,94.5,1009.1
130,울진,1990-10-14,17.4,13.7,22.8,16.9,3,15,86.8,1009.3
130,울진,1990-10-15,16,11.4,23.4,0,2.9,13.4,84.8,1010.4
130,울진,1990-10-16,17.1,11.4,22.9,,2.9,10,66.5,1008.4
130,울진,1990-10-17,14.2,8.2,19.2,,3.7,7.4,64.5,1010.3
130,울진,1990-10-18,11.8,7.1,18.2,,3.6,4.7,63.3,1011.4
130,울진,1990-10-19,14.8,9.5,22.7,,4,5.9,57,1010.3
130,울진,1990-10-20,15,8.4,23.2,,3.3,10.5,75.5,1012.8
130,울진,1990-10-21,14.7,9.8,20.5,,3.8,10.8,79.3,1016.4
130,울진,1990-10-22,15.4,12.4,19.8,0,4.9,11.3,77,1016.5
130,울진,1990-10-23,14.2,9.7,18.8,,5.1,10.2,78,1015.9
130,울진,1990-10-24,14.3,9.1,21.4,,3.1,11.8,85,1012.7
130,울진,1990-10-25,14,9.8,18.7,0,3.8,9.3,73.8,1005.5
130,울진,1990-10-26,11,7.3,14.6,8.5,6.5,7.6,78.8,1008.1
130,울진,1990-10-27,11.4,5.5,17.6,,3.4,6.9,75.5,1016.6
130,울진,1990-10-28,14,6.5,20.2,,4.1,6.8,63,1016.8
130,울진,1990-10-29,13.5,9,20.7,,3.1,10.1,80.8,1016.2
130,울진,1990-10-30,13.8,8.6,19.8,,3.1,11.1,84.3,1015.4
130,울진,1990-10-31,15.2,8.6,23.4,,3.8,9,68.3,1013.2
130,울진,1990-11-01,15.2,9.2,22.4,,3.4,6.9,59,1011.5
130,울진,1990-11-02,13.5,8.1,18.3,,3.5,10.6,82.8,1012.5
130,울진,1990-11-03,13.2,9.8,18.8,,2.5,11.2,88,1008.8
130,울진,1990-11-04,13.2,9.2,16.2,0,6.2,9.9,80.5,1004.6
130,울진,1990-11-05,13.1,7.3,18.8,,3.3,8.5,74.5,1006.8
130,울진,1990-11-06,15.5,7.8,21.6,9,4.2,6.7,57.3,1007.3
130,울진,1990-11-07,12.3,6.5,18.4,,3.1,5.8,66.3,1011.7
130,울진,1990-11-08,10,4.7,14.6,,3.2,5.5,73.5,1018.1
130,울진,1990-11-09,9.7,5.2,12,9.3,3.7,6.6,81.8,1007.4
130,울진,1990-11-10,2.9,-.8,8,,7.1,-14.5,26.8,1009.1
130,울진,1990-11-11,7.3,.1,13.3,,6.4,-4.6,40.3,1012.6
130,울진,1990-11-12,14,7.1,20.6,,4.8,5.7,58.3,1015
130,울진,1990-11-13,15.9,7.8,22.9,,5.1,5.9,53.5,1015.5
130,울진,1990-11-14,13.6,7.6,20.1,,3.9,7.9,68.3,1013.5
130,울진,1990-11-15,10.9,7.3,15.6,14.8,3.9,8.9,87.3,1016.6
130,울진,1990-11-16,16.3,9.7,23.4,,4.9,6.7,56.5,1016.8
130,울진,1990-11-17,12.5,7.4,18.6,,2.5,8.3,76,1018.9
130,울진,1990-11-18,15.8,13.4,21.7,0,3.6,12.5,81.5,1014.9
130,울진,1990-11-19,13.8,13.1,15.2,33.1,2.3,12.7,93.8,1014.4
130,울진,1990-11-20,13.2,5.8,16.4,.1,3.5,10.2,83.3,1006.9
130,울진,1990-11-21,2.8,-1,7.2,,5.2,-12.7,31.5,1017.3
130,울진,1990-11-22,8.5,3.6,15.1,,4.2,-.1,53,1016.3
130,울진,1990-11-23,8.6,3.5,14.4,,3.4,1,59.5,1022.9
130,울진,1990-11-24,9.9,2.5,16.2,,3.8,-1,49,1020
130,울진,1990-11-25,12,8.4,16.1,,3.8,4.9,60.5,1015.8
130,울진,1990-11-26,8.8,3.8,14.6,,2.8,4.3,73.8,1017.8
130,울진,1990-11-27,9.8,5.4,15.4,0,3,6.8,82.3,1018.3
130,울진,1990-11-28,11.9,8.8,14.4,0,4,8,77.5,1019.3
130,울진,1990-11-29,13,11.7,14.1,0,9,6.5,64.8,1019.2
130,울진,1990-11-30,10.5,7.7,12.5,2.5,9.1,7.1,79.8,1009.4
130,울진,1990-12-01,6.2,-.2,10.6,0,5.4,-.4,64,1000.4
130,울진,1990-12-02,1.1,-1.9,4.4,,12.4,-8.5,48.5,1005.9
130,울진,1990-12-03,1.5,-4.1,9,,5.6,-11.3,38,1020.7
130,울진,1990-12-04,5.3,.8,12.4,,5,-3.8,52,1022.9
130,울진,1990-12-05,6.5,.5,13.4,,3.8,-.9,61.5,1020.7
130,울진,1990-12-06,9.6,5.1,14.7,,4.9,.9,55.5,1018.3
130,울진,1990-12-07,11.8,8.6,17.4,,5.2,3.9,58.8,1016.1
130,울진,1990-12-08,12.4,6.6,18.1,,4.9,4.2,59.5,1013.3
130,울진,1990-12-09,11.6,6,18.7,,4.1,5.2,66.5,1008.8
130,울진,1990-12-10,8.3,4.1,15.6,,3.4,3.4,72.8,1009.4
130,울진,1990-12-11,3.9,-.9,9.3,4.9,6.9,-2.1,64.5,1012
130,울진,1990-12-12,2.8,-1.4,9,,4.5,-7.5,47.5,1017.3
130,울진,1990-12-13,4.9,-.1,12.2,,5.2,-6.9,44.8,1014.9
130,울진,1990-12-14,6.5,-.2,12.1,,5.3,-3,52.8,1013.7
130,울진,1990-12-15,.3,-3.4,6.2,,3.5,-9.8,42,1018.8
130,울진,1990-12-16,1.5,-1.9,8,,3.5,-8.5,48,1018.6
130,울진,1990-12-17,2.8,-.4,8.1,,4.5,-11.1,36.3,1012.6
130,울진,1990-12-18,1.9,-1.7,7.5,,4,-4.9,60.8,1012.9
130,울진,1990-12-19,2.3,-2.8,9.6,,4.2,-5.3,57.5,1015.6
130,울진,1990-12-20,4.9,.2,10.6,,3.5,-5.3,48.8,1010
130,울진,1990-12-21,6.1,-.5,12.2,,5.4,-1.8,57.5,1008.4
130,울진,1990-12-22,4.7,-1,8.9,0,8,-3.4,55,1006.5
130,울진,1990-12-23,-.3,-3.6,4.8,,5.7,-14.8,34.3,1012.9
130,울진,1990-12-24,.3,-4,7,,5.6,-14.2,33,1015
130,울진,1990-12-25,3.7,-2.4,9.7,.3,5.8,-5.2,55,1009.5
130,울진,1990-12-26,-4.2,-8.6,3.1,,11,-15.7,40,1004.9
130,울진,1990-12-27,-2,-8.8,4.7,,5.7,-13.4,43.5,1017
130,울진,1990-12-28,.3,-3.8,6.1,,4.2,-12.5,37.3,1017.1
130,울진,1990-12-29,-.2,-3.7,6.3,,4.5,-8.2,56.3,1020.9
130,울진,1990-12-30,3.7,-1.7,10.8,,5.8,-7.9,46.3,1019.7
130,울진,1990-12-31,5.2,1.5,11.2,,3.2,.9,74.8,1011.5
136,안동,1990-07-01,18.7,14.1,22.8,,2.3,14.1,75.3,994.4
136,안동,1990-07-02,19.6,17.8,21.2,10.9,1.2,17.8,89,988.9
136,안동,1990-07-03,21.6,19.4,25.5,1.4,1.3,19.2,86.5,987.5
136,안동,1990-07-04,22.1,19.2,26.6,,2.6,17.8,77,993
136,안동,1990-07-05,23.1,17.6,29.3,,.9,19.9,83.5,993.4
136,안동,1990-07-06,25.2,20.4,31,0,.9,21.9,82.5,991.3
136,안동,1990-07-07,27.3,22.8,32.9,,1.2,23.1,79,989.1
136,안동,1990-07-08,27.3,23.4,31.1,,1.2,22.9,77,988.9
136,안동,1990-07-09,27.5,21.9,33.3,,1.1,23.2,78.5,993.1
136,안동,1990-07-10,27.4,24.2,32.1,,.9,23.4,79.8,993.5
136,안동,1990-07-11,26.6,24.1,32.9,14.4,1.1,23.4,83.5,988.2
136,안동,1990-07-12,25.5,23.8,29.1,.7,1.7,23.2,87.3,981.1
136,안동,1990-07-13,25.4,22,30,,2,20.5,74.8,984.8
136,안동,1990-07-14,21.2,19.9,23.7,35,2.1,19.9,91.8,985.9
136,안동,1990-07-15,22.9,21.2,24.8,5,.7,21.5,92,987.7
136,안동,1990-07-16,24.8,21.7,28.8,69.1,1.1,22.7,88.5,984.9
